Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
okvirji-macja-acetat-crna-swarovski-sw5153-001,SW5153 001,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-14-135</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Swarovski,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, disc_subsc, klasična, mačja, nodiscount, normalna, okvirji, progresiv, Q2 2018, srednja, Swarovski, tah, vto, črna, ženska",False,barva,črna,velikost,srednja,nan,nan,'400918,0.0,shopify,deny,manual,139.0,139.0,True,True,'664689665105,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_ff4cb734-c3b2-4537-8d99-627d192f1a26.png?v=1589524083,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-macja-acetat-crna-swarovski-sw5171-001,SW5171 001,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-14-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Swarovski,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, mačja, mladostno, nodiscount, normalna, okvirji, progresiv, Q2 2019, srednja, Swarovski, tah, vto, črna, ženska",False,barva,črna,velikost,srednja,nan,nan,'403295,0.0,shopify,deny,manual,239.0,239.0,True,True,'664689766567,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_c30287cb-1761-4da9-85da-830fa41c55a8.png?v=1589524167,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-macja-acetat-crna-swarovski-sw5343v,SW5343/V,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>51-15-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Swarovski,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, mačja, nodiscount, normalna, okvirji, progresiv, Q3 2020, srednja, Swarovski, tah, upld-2020-11-12, zlata, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,8.89E+16,0.0,shopify,deny,manual,188.0,188.0,True,True,'889214088215,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214088215__frnt.png?v=1605198422,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214088215__frnt.png?v=1605198422,kg,nan,nan,active
okvirji-macja-acetat-crna-swarovski-sw5343v,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214088215__side.png?v=1605198422,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-tom-ford-tf5287,TF5287,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>55-15-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, klasična, mačja, nodiscount, okvirji, progresiv, Q2 2019, tah, Tom Ford, upld-2020-11-19, črna, široka, ženska",True,barva,črna,velikost,široka,nan,nan,'664689574209,0.0,shopify,deny,manual,227.0,227.0,True,True,'664689574209,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689574209__frnt.png?v=1605799961,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689574209__frnt.png?v=1605799961,kg,nan,nan,active
okvirji-macja-acetat-crna-tom-ford-tf5287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689574209__side.png?v=1605799961,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-tom-ford-tf5373,TF5373,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-16-135</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, disc_30, klasična, mačja, normalna, okvirji, progresiv, Q2 2018, srednja, tah, Tom Ford, upld-2020-11-19, zlata, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'664689688470,0.0,shopify,deny,manual,165.9,237.0,True,True,'664689688470,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689688470__frnt.png?v=1605799886,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689688470__frnt.png?v=1605799886,kg,nan,nan,active
okvirji-macja-acetat-crna-tom-ford-tf5373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689688470__side.png?v=1605799886,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-tom-ford-tf5402,TF5402,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-15-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, mačja, nodiscount, normalna, okvirji, progresiv, Q2 2019, srednja, tah, Tom Ford, upld-2020-11-19, vto, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'431606,0.0,shopify,deny,manual,228.0,228.0,True,True,'664689785452,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689785452__frnt.png?v=1605799913,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689785452__frnt.png?v=1605799913,kg,nan,nan,active
okvirji-macja-acetat-crna-tom-ford-tf5402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689785452__side.png?v=1605799913,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-tom-ford-tf5550-bv,TF5550-B/V,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, disc_30, mačja, mladostno, normalna, okvirji, progresiv, prozorna, Q2 2018, srednja, tah, Tom Ford, upld-2020-11-19, vto, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'506990,0.0,shopify,deny,manual,152.6,218.0,True,True,'664689994939,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689994939__frnt.png?v=1605799975,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689994939__frnt.png?v=1605799975,kg,nan,nan,active
okvirji-macja-acetat-crna-tom-ford-tf5550-bv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689994939__side.png?v=1605799975,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-valentino-va3044,VA3044,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-18-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",valentino,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, luxottica-vto, mačja, nodiscount, normalna, okvirji, progresiv, q1 2019, srednja, tah, upld-2020-11-06, valentino, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,8.06E+16,0.0,shopify,deny,manual,239.0,239.0,True,True,'8056597109321,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597109321__frnt.png?v=1604663955,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597109321__frnt.png?v=1604663955,kg,nan,nan,active
okvirji-macja-acetat-crna-valentino-va3044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597109321__side.png?v=1604663955,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-vogue-vo5275b,VO5275B,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>52-19-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Vogue,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, debela, disc_subsc, mačja, nodiscount, okvirji, progresiv, Q4 2019, srednja, tah, upld-2020-11-26, Vogue, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'8056597062862,0.0,shopify,deny,manual,89.0,89.0,True,True,'8056597062862,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597062862__frnt.png?v=1606406799,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597062862__frnt.png?v=1606406799,kg,nan,nan,active
okvirji-macja-acetat-crna-vogue-vo5275b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597062862__side.png?v=1606406799,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-crna-vogue-vo5281,VO5281,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-18-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Vogue,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, disc_subsc, mačja, nodiscount, normalna, okvirji, q1 2020, srednja, tah, upld-2020-11-26, Vogue, črna, ženska",True,barva,črna,velikost,srednja,nan,nan,'8056597048477,0.0,shopify,deny,manual,119.0,119.0,True,True,'8056597048477,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597048477__frnt.png?v=1606406816,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597048477__frnt.png?v=1606406816,kg,nan,nan,active
okvirji-macja-acetat-crna-vogue-vo5281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597048477__side.png?v=1606406816,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-havana-swarovski-sw5250-052,SW5250 052,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-16-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Swarovski,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, disc_subsc, havana, klasična, mačja, nodiscount, normalna, okvirji, progresiv, Q2 2018, srednja, Swarovski, tah, vto, ženska",True,barva,havana,velikost,srednja,nan,nan,'471220,0.0,shopify,deny,manual,239.0,167.3,True,True,'664689906444,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/471220__frnt_17ac1c72-4515-48d1-92c3-05ba913cc985.png?v=1589497824,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/471220__frnt_17ac1c72-4515-48d1-92c3-05ba913cc985.png?v=1589497824,kg,nan,nan,active
okvirji-macja-acetat-havana-swarovski-sw5250-052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/471220__side_45023345-4aa7-4c20-835e-16b9e42e3426.png?v=1589497824,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-havana-tom-ford-tf5508,TF5508,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>52-18-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, havana, klasična, mačja, nodiscount, normalna, okvirji, progresiv, Q2 2019, srednja, tah, Tom Ford, upld-2020-11-19, ženska",True,barva,havana,velikost,srednja,nan,nan,'664689999999,0.0,shopify,deny,manual,299.0,299.0,True,True,'664689999999,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689999999__frnt.png?v=1605799920,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689999999__frnt.png?v=1605799920,kg,nan,nan,active
okvirji-macja-acetat-havana-tom-ford-tf5508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689999999__side.png?v=1605799920,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-macja-acetat-havana-tom-ford-tf5550-bv,TF5550-B/V,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-macja, _tab3_material-acetat, acetat, disc_subsc, havana, mačja, nodiscount, normalna, okvirji, progresiv, Q2 2018, srednja, tah, Tom Ford, upld-2020-11-19, ženska",True,barva,havana,velikost,srednja,nan,nan,'664689994946,0.0,shopify,deny,manual,218.0,218.0,True,True,'664689994946,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689994946__frnt.png?v=1605799877,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689994946__frnt.png?v=1605799877,kg,nan,nan,active
